age,job,marital,education,balance,housing,duration,campaign,deposit
46,5,1,2,333,1,284,4,0
32,1,0,0,28,1,368,1,0
33,1,1,0,4,1,625,2,1
36,3,0,1,8,0,858,7,0
51,3,0,1,4305,1,126,1,0
40,5,1,2,-35,1,194,3,0
55,8,2,2,976,0,345,1,1
32,0,0,0,620,0,211,2,0
59,0,1,2,879,1,126,5,0
56,2,2,0,450,0,47,1,0
27,5,0,0,87,0,245,1,0
25,5,0,0,192,0,112,2,0
33,2,1,0,22,1,71,1,0
31,1,2,0,304,0,133,2,0
54,6,1,0,582,1,693,5,1
81,4,2,0,452,0,443,1,1
34,5,1,0,-58,1,157,2,0
36,2,0,3,281,1,515,1,1
34,3,1,1,297,1,63,4,0
29,2,0,0,695,0,97,1,0
53,1,1,0,6,1,517,1,0
30,2,2,2,459,1,494,1,1
32,5,1,2,494,1,252,2,0
56,5,1,2,-85,1,118,1,0
28,2,0,0,47,0,405,2,0
34,5,1,2,425,1,1389,7,0
37,0,0,0,245,1,732,2,1
49,5,1,2,67,0,269,4,0
23,11,0,0,1809,0,414,2,1
39,5,0,1,172,1,125,2,1
49,0,2,0,169,1,447,1,0
48,5,1,2,492,0,139,2,0
26,2,1,0,54,1,116,1,0
31,1,1,0,4182,1,347,2,1
27,0,1,0,941,1,124,1,0
49,5,1,0,1127,1,162,2,0
31,3,0,1,296,0,509,4,1
32,3,0,1,131,0,267,3,0
46,0,1,0,974,0,174,2,1
49,5,1,0,102,0,210,2,0
59,4,1,2,3648,0,1321,3,1
37,5,2,0,316,1,642,2,1
26,6,1,0,285,1,265,2,0
35,3,1,1,62,0,226,2,1
24,5,0,0,3,1,311,1,0
27,3,1,0,2071,0,449,1,1
42,1,1,1,13410,0,149,2,0
50,3,1,1,11528,1,57,1,0
39,2,1,0,636,1,15,1,0
49,2,1,0,653,0,317,2,0
42,0,0,0,30,1,98,1,0
40,2,2,0,694,1,75,14,0
39,10,1,1,1047,0,554,1,1
50,1,1,0,3654,0,215,2,1
28,5,0,1,4099,0,116,4,1
27,0,0,3,5,1,225,2,0
31,1,0,0,354,0,186,2,0
35,5,1,2,4366,1,173,3,0
63,3,1,1,3115,0,432,5,1
26,11,0,0,5296,0,229,1,1
33,3,0,1,321,0,227,2,0
33,3,1,1,1778,0,134,1,0
31,5,0,0,726,0,719,2,1
72,4,1,1,2,0,147,2,1
38,0,2,0,0,1,93,1,0
37,1,1,1,127,1,192,1,1
32,2,1,0,3839,1,100,2,0
59,4,1,0,2467,0,972,2,0
49,0,0,1,228,1,252,2,1
40,3,1,0,8486,0,260,3,0
43,5,1,2,1202,0,295,1,0
40,10,1,0,-754,1,941,3,1
49,3,2,1,178,0,174,2,0
44,3,1,1,1058,0,188,3,1
26,1,0,0,44,0,217,1,1
46,1,1,0,0,0,63,2,0
35,3,1,1,4943,1,295,1,0
40,5,1,0,10,1,1692,2,1
28,2,0,2,198,0,976,2,1
76,4,2,2,3049,0,170,3,1
39,5,1,2,-50,1,100,1,0
41,2,1,2,0,1,18,11,0
37,1,1,0,157,1,238,2,0
69,4,2,1,247,0,138,2,1
64,8,1,3,2645,0,219,2,1
49,1,2,0,229,0,219,2,0
47,1,0,0,1101,1,957,3,1
78,4,1,3,3208,0,351,3,1
41,1,0,1,431,0,196,1,1
35,1,1,1,25,0,219,2,0
48,10,1,1,0,0,1249,3,1
25,0,0,1,1185,0,290,1,1
49,3,1,1,4751,0,884,4,1
30,0,1,0,4,0,7,2,0
32,3,1,1,1388,1,753,1,1
54,4,1,0,-152,1,14,11,0
54,1,1,0,3994,0,299,2,1
42,8,2,0,314,0,249,2,0
42,2,0,1,94,1,176,2,1
33,0,1,0,920,0,111,1,0
35,3,0,1,68,0,1085,1,1
47,1,1,0,1981,1,919,2,1
41,7,2,0,1588,1,10,8,0
45,0,1,0,0,1,108,5,0
23,11,0,1,82,0,289,4,0
52,5,1,0,1117,1,365,1,0
54,10,2,1,0,1,309,3,0
19,11,0,2,103,0,104,2,1
31,1,1,0,465,1,259,3,0
48,3,0,1,86,0,281,3,1
56,3,1,1,12356,1,410,1,1
29,5,1,2,-235,1,189,1,0
52,6,2,0,230,0,422,2,1
39,3,1,1,51,0,140,2,0
34,5,0,0,215,0,350,3,1
59,4,1,2,0,0,493,2,1
29,5,1,0,0,1,116,6,0
37,6,0,1,1291,0,150,1,1
55,1,1,0,6958,1,178,2,0
41,0,1,0,124,1,191,3,0
31,3,0,1,515,0,296,5,1
34,3,0,1,757,0,37,4,0
37,3,1,1,0,1,242,5,1
28,1,0,1,386,0,867,1,1
51,8,1,3,2337,1,251,2,1
46,2,1,2,437,1,546,3,1
34,3,1,1,158,0,278,2,1
22,11,0,3,1,0,263,4,0
28,10,0,1,2503,0,426,1,1
28,0,1,0,170,1,492,1,0
55,0,1,0,1102,1,126,2,0
60,4,2,0,1,0,302,1,1
22,11,0,0,0,0,229,6,1
43,0,1,0,132,0,574,1,1
25,1,0,0,938,0,1048,1,1
36,5,1,0,0,0,794,1,0
48,3,1,1,157,0,417,4,1
50,10,1,0,10052,0,665,2,1
64,10,1,1,661,0,367,2,1
57,10,1,0,2109,0,107,6,0
44,10,1,3,163,1,44,1,0
34,5,1,2,479,0,772,1,0
40,6,2,0,262,1,163,5,0
39,1,1,0,4101,1,146,2,1
44,8,1,0,192,0,232,2,0
31,1,1,0,-160,1,126,6,0
70,4,1,2,3230,0,112,1,0
33,3,0,1,1962,0,363,1,1
33,3,1,1,644,0,99,2,0
35,0,1,0,0,0,78,11,0
38,3,0,3,715,1,951,1,0
32,2,0,0,0,0,333,2,0
55,0,2,0,1872,0,155,2,1
30,3,0,1,572,0,339,3,1
38,1,1,0,1478,0,926,4,1
34,3,1,1,3696,0,758,2,1
46,2,1,0,-522,1,61,2,0
20,11,0,2,0,0,143,5,0
30,3,0,0,-383,1,170,1,0
46,0,1,0,0,1,239,2,0
34,5,1,0,320,1,413,1,1
57,3,1,2,6900,0,255,4,1
37,3,1,1,7100,0,757,2,0
33,1,1,0,-616,1,320,1,0
60,3,2,1,366,0,593,1,1
34,0,1,0,260,0,50,1,0
30,3,0,1,536,0,244,1,1
46,3,1,1,4693,0,79,1,1
65,9,1,3,4717,0,256,1,1
77,4,2,0,0,0,210,1,1
51,5,1,2,0,1,946,3,1
34,7,1,1,842,1,141,2,0
34,0,1,0,0,1,30,4,0
33,2,0,0,170,0,782,1,1
24,5,0,0,167,0,134,2,1
66,3,1,3,2149,1,151,6,0
51,3,1,1,2635,0,181,1,1
40,3,1,1,294,1,97,5,0
39,2,0,0,403,1,1262,3,1
23,11,0,0,486,0,87,1,0
58,6,1,0,18,0,70,1,0
63,4,1,2,48,0,251,1,1
30,0,1,0,521,1,648,1,0
31,5,1,2,50,1,300,2,0
36,11,0,3,417,0,304,1,1
57,4,1,1,138,0,157,5,0
29,3,0,1,637,1,340,1,1
39,2,0,1,410,0,266,4,0
24,11,0,0,1123,0,475,1,1
26,5,0,0,3145,0,1141,1,1
44,0,2,0,2999,1,717,1,1
39,3,1,1,297,1,734,2,1
48,5,1,2,418,1,102,3,0
68,4,1,0,0,0,586,1,1
57,4,1,0,91,0,256,3,0
42,7,1,0,2959,1,711,1,1
40,0,0,0,782,1,94,5,0
47,7,1,0,318,0,299,2,0
33,3,0,1,369,0,143,10,0
51,3,1,1,0,1,410,5,0
35,3,0,1,671,1,112,1,1
46,5,1,2,977,0,436,3,1
26,2,1,0,-379,1,1237,7,1
71,4,1,0,2850,0,185,1,1
46,3,1,1,1906,0,44,6,0
28,3,0,1,187,0,255,1,1
50,3,1,1,-516,1,226,2,0
36,3,1,1,1133,1,293,1,1
42,10,1,2,3717,0,235,1,0
63,4,1,0,2896,0,304,1,1
23,1,0,0,-782,1,197,10,0
36,3,0,1,2163,0,317,1,0
28,5,0,1,1984,1,32,2,0
33,3,1,1,5,1,12,1,0
33,1,1,0,256,1,76,1,0
53,1,2,1,2228,0,890,1,1
61,3,0,1,2,0,131,1,1
30,5,0,2,0,0,716,3,1
49,3,1,0,1623,1,1081,2,1
57,4,2,2,63,0,1448,17,1
49,3,1,1,7007,0,325,2,0
47,5,1,0,182,1,39,1,1
47,1,2,0,5735,0,282,4,0
54,0,1,0,1633,0,409,2,1
80,4,1,2,155,0,209,1,1
34,5,1,3,391,1,34,2,0
51,3,2,1,1937,1,185,4,0
61,4,2,0,4243,0,315,1,1
32,3,0,1,312,0,232,2,1
37,2,1,0,217,1,152,1,0
49,5,1,2,2356,0,236,2,0
45,1,1,0,44,1,95,4,0
45,7,2,0,1187,0,157,1,0
32,8,2,0,-613,1,266,2,0
33,2,1,0,1076,0,131,1,1
43,5,1,0,1096,0,180,1,0
66,4,1,0,995,0,131,2,1
50,1,1,0,1838,1,221,8,0
34,1,1,0,652,1,50,4,0
30,0,1,0,46,1,114,2,0
24,3,0,1,736,1,442,2,1
28,5,1,2,674,1,921,4,0
35,11,0,0,188,1,863,1,1
47,8,1,0,3940,1,226,3,1
32,1,1,0,901,1,102,3,0
31,3,0,1,98,0,69,2,0
61,4,1,0,1853,0,520,1,1
26,10,1,0,492,1,439,4,0
34,3,1,1,8000,0,291,1,1
44,5,1,0,1697,1,150,2,1
27,11,0,2,25,0,8,1,0
59,1,1,0,2308,0,815,1,1
55,3,1,1,154,0,70,2,0
31,5,1,2,196,0,248,1,0
28,10,1,1,120,1,130,3,0
45,1,0,0,586,0,32,3,0
29,5,1,0,940,1,382,1,1
38,2,1,0,934,1,715,1,1
31,5,0,2,2369,1,87,1,0
31,2,0,0,1027,0,217,3,1
55,8,2,2,0,0,398,2,0
33,5,1,0,0,1,16,43,0
53,8,1,2,1903,0,827,1,0
27,0,0,1,832,0,336,1,0
26,3,0,1,170,0,129,1,1
45,3,0,1,483,0,95,2,1
38,2,1,0,1313,0,33,2,0
38,1,1,0,318,0,274,1,1
51,0,2,0,-338,1,97,2,0
44,3,1,1,0,1,49,5,0
31,1,0,0,2916,0,174,2,0
61,4,1,2,8729,0,480,1,1
45,7,1,3,3133,1,804,1,1
30,1,0,1,3291,1,1218,3,1
33,2,0,1,1595,1,296,1,0
49,5,1,0,3309,1,349,2,0
35,0,1,0,1345,1,135,1,0
58,0,1,0,92,1,180,1,0
38,0,2,0,19,1,604,2,1
53,0,0,0,291,0,145,1,0
36,5,1,0,3935,1,220,6,0
59,3,1,3,3534,0,216,4,0
39,3,0,1,3840,1,315,2,1
72,10,1,1,132,0,260,2,1
44,6,2,1,0,0,1960,3,1
55,9,1,0,1157,0,289,1,0
40,3,0,0,10378,1,523,3,0
26,7,0,1,725,0,1916,2,1
36,5,1,0,249,1,709,5,1
39,3,1,1,494,0,216,1,1
28,1,0,1,676,0,1138,2,1
41,10,0,1,1755,0,152,10,0
18,11,0,3,108,0,167,1,1
29,5,1,0,246,1,194,5,0
47,7,1,0,0,0,563,2,0
30,0,0,0,914,1,524,3,1
59,0,1,0,1575,1,1241,11,1
40,3,1,1,0,0,165,5,0
51,1,1,0,2682,0,56,1,0
32,2,1,0,1844,1,158,4,0
53,0,1,0,10541,0,164,2,1
52,7,2,0,105,0,275,4,0
79,4,1,2,3025,0,166,3,1
48,0,2,0,4099,0,397,2,1
34,5,0,0,79,0,104,1,0
64,3,1,1,5112,0,898,7,1
80,4,1,0,173,0,87,3,0
51,6,2,0,-56,1,544,3,0
55,2,2,0,2166,1,23,17,0
29,2,1,0,191,1,87,1,0
31,9,1,0,3,0,91,2,0
36,3,0,0,0,0,333,5,0
56,5,2,2,8,1,157,2,0
30,3,1,1,1235,1,104,3,0
32,3,0,1,20,0,1151,2,1
36,5,1,0,561,1,198,2,0
49,1,1,0,2400,0,262,3,0
52,0,2,0,363,1,168,1,1
26,0,0,0,-930,1,786,1,1
33,0,0,0,607,0,110,2,1
57,3,1,1,337,0,59,2,0
47,5,1,0,802,1,289,2,1
45,0,1,0,1214,1,150,2,0
55,3,2,1,2037,0,209,2,1
27,3,0,1,1840,0,220,1,1
44,1,2,0,314,1,18,1,0
34,5,1,0,2308,1,1062,1,0
31,3,0,1,2983,1,153,1,0
31,5,2,0,-209,1,154,3,0
46,0,1,0,126,0,1255,1,1
32,3,1,1,0,0,280,1,0
67,3,2,1,361,0,411,2,1
40,1,2,0,311,0,738,2,1
53,9,1,3,549,0,74,2,0
40,5,1,0,299,1,180,4,0
30,3,1,1,10884,0,333,2,1
40,0,1,0,1060,1,14,3,0
34,1,0,0,2085,0,356,3,1
41,1,1,0,862,0,474,2,0
38,3,0,1,1746,1,139,1,0
63,5,1,0,180,0,390,2,1
47,3,2,1,8226,1,137,2,0
54,1,1,0,10185,0,559,1,1
31,5,2,0,1125,0,548,1,0
31,1,1,0,180,0,299,2,1
33,3,1,1,644,1,124,2,0
29,11,0,1,5,0,889,5,1
28,1,1,0,880,1,188,1,0
49,3,1,2,3371,0,269,2,1
46,2,2,3,973,0,297,1,0
75,4,2,0,2199,0,137,1,0
61,8,1,2,2580,0,270,3,1
62,3,1,1,2785,0,270,3,1
38,3,1,3,3576,0,579,1,1
39,0,1,0,1388,1,150,5,0
56,2,1,0,654,0,875,1,1
50,3,1,1,19,0,205,1,0
25,11,0,0,1608,0,664,2,1
84,7,1,0,0,0,992,2,1
41,5,1,0,580,1,874,1,1
31,1,0,0,53,1,530,1,1
55,5,2,2,410,0,221,2,0
60,4,1,1,846,0,1346,1,1
51,4,1,1,580,0,694,2,1
28,1,0,0,5763,0,196,2,1
77,4,1,2,2590,0,212,3,1
43,2,1,0,192,1,273,2,0
32,1,0,1,6746,0,199,1,1
29,5,1,0,162,1,126,3,0
40,1,0,1,1646,1,173,1,1
22,11,0,3,3317,0,148,1,0
40,5,1,2,13,1,178,1,0
26,10,0,0,467,1,90,2,0
28,3,1,0,292,1,507,1,1
32,5,1,0,783,1,923,3,1
31,0,1,0,3,1,37,12,0
43,3,0,1,483,0,950,6,1
71,4,1,2,4657,0,93,5,1
34,2,1,0,2918,0,246,1,1
26,11,0,0,100,0,445,1,1
55,3,0,1,1498,0,340,5,0
63,8,1,2,333,0,321,1,0
68,4,1,1,2812,0,392,4,1
51,1,1,0,2937,0,30,3,0
22,11,0,3,1232,0,283,1,1
56,5,1,0,1521,1,19,2,0
34,7,1,0,456,1,137,8,0
31,3,0,1,354,0,242,2,1
28,8,0,1,19,0,149,1,1
35,3,0,1,62,1,214,4,0
41,3,1,1,65,1,524,2,0
25,11,0,0,1747,1,903,1,1
43,3,1,1,1791,0,254,1,1
55,3,1,2,621,0,114,1,0
23,0,0,0,252,1,56,1,0
39,5,1,0,1382,1,397,2,1
26,11,0,0,132,0,194,1,1
48,5,0,0,8982,1,628,1,0
59,4,2,1,3444,0,252,1,1
77,4,1,0,2123,0,141,4,0
54,3,1,2,366,1,589,1,0
38,1,0,0,1711,0,234,1,1
26,3,0,1,222,0,192,1,1
27,10,0,1,270,1,470,2,0
44,3,1,1,226,1,190,3,1
40,0,0,0,664,0,1342,2,1
30,1,0,0,148,1,115,5,0
39,1,0,0,18508,0,1598,4,1
30,0,0,0,127,1,16,6,0
49,5,1,0,1730,1,605,2,1
45,3,2,1,854,0,730,1,1
35,5,1,0,126,1,472,1,0
59,4,1,0,434,1,63,3,0
33,1,1,0,806,0,108,1,1
35,3,0,1,687,1,166,2,0
38,0,1,1,1988,0,103,1,1
40,5,0,0,0,1,59,4,0
43,3,2,1,1,1,28,8,0
33,11,1,0,1536,0,359,1,1
55,4,1,2,3334,0,632,4,1
34,1,1,1,932,1,218,1,0
37,10,1,0,1633,0,629,2,1
37,3,1,1,238,0,185,1,1
56,7,2,0,179,0,47,2,0
59,3,1,2,2769,1,104,1,0
35,3,0,1,0,1,184,1,0
56,5,1,2,551,0,27,1,0
56,0,0,0,-273,0,119,2,0
41,5,1,0,2413,0,64,3,0
33,2,1,0,70,1,333,3,0
50,3,0,1,3537,0,305,1,1
44,5,1,0,294,1,66,2,0
67,3,1,0,1287,0,511,1,0
31,3,1,1,50,0,37,5,0
52,8,1,0,234,0,208,1,0
40,1,2,1,1871,1,64,1,0
31,5,1,0,435,1,204,1,0
31,1,1,1,120,0,1000,1,1
34,3,1,1,417,1,138,1,0
31,5,1,0,1779,1,85,2,0
54,1,0,1,467,1,674,3,1
28,11,0,1,22,1,536,2,1
48,1,1,0,-938,1,134,1,0
47,1,1,2,235,0,136,2,1
39,3,1,1,1795,0,922,7,1
75,4,1,1,2991,0,240,1,1
42,1,1,0,1865,1,164,1,0
30,6,0,0,2424,0,337,1,1
46,3,2,0,361,1,86,7,0
41,3,2,1,107,1,122,17,0
36,10,0,1,258,0,230,1,0
38,3,1,1,2656,0,230,2,0
19,11,0,3,108,0,168,1,1
78,3,1,3,1780,1,211,2,1
52,3,1,1,7192,0,1486,1,1
35,1,1,1,3160,1,445,2,1
32,1,0,0,1279,1,1173,3,1
59,10,1,1,2013,0,222,4,1
65,3,2,1,90,1,416,1,1
52,4,1,2,6,0,82,2,0
34,0,1,0,1406,1,145,1,1
32,1,0,1,2340,0,89,2,1
37,5,1,2,157,1,833,8,0
29,5,1,2,630,1,219,5,0
80,4,1,0,668,0,250,1,1
37,3,1,1,2951,0,101,3,0
47,2,1,0,367,1,309,1,1
57,3,1,1,830,1,662,1,1
38,3,1,1,328,0,230,2,0
32,1,0,0,129,1,213,1,0
41,5,2,0,5291,1,1423,3,1
48,5,1,2,719,0,418,5,1
53,8,1,2,362,0,1169,2,1
47,3,1,1,2351,0,163,2,1
53,3,1,0,90,1,67,5,0
79,4,1,2,8556,0,326,2,1
66,4,1,0,154,0,268,5,1
33,3,2,1,280,0,155,1,0
40,1,1,0,2338,0,717,2,1
47,5,1,0,8229,0,784,2,1
61,3,1,1,175,0,270,2,1
41,3,1,1,3872,0,231,1,0
34,5,1,0,-257,1,160,1,0
34,5,1,0,199,1,627,3,0
56,3,2,1,2037,0,318,1,1
26,1,0,0,941,0,784,1,1
72,4,1,2,0,0,215,2,0
46,6,1,0,2940,1,195,2,0
54,6,1,0,377,0,1134,1,1
46,3,2,1,624,0,420,1,1
36,1,2,1,119,0,127,8,0
55,4,1,1,357,1,526,1,0
33,2,1,0,5034,1,207,3,0
29,3,0,1,307,1,690,1,1
45,3,1,1,786,0,84,3,1
35,3,0,1,995,0,39,1,0
24,11,0,3,358,0,245,1,1
38,7,1,1,1438,0,122,5,0
41,5,0,0,3851,0,130,1,0
32,3,0,1,0,0,360,2,0
54,1,1,0,0,0,744,3,1
35,1,1,1,1473,1,84,3,0
72,4,1,2,4657,0,255,1,1
36,5,0,1,1830,0,183,1,0
49,3,2,1,300,0,316,1,1
28,3,0,1,4013,1,386,1,0
42,7,1,2,558,1,186,2,0
28,10,0,1,1579,0,163,1,1
27,11,0,0,538,0,124,2,1
34,1,0,1,0,1,158,2,0
26,5,0,1,644,0,346,1,1
79,4,1,0,2661,0,254,5,1
34,1,1,0,260,1,20,2,0
56,3,1,2,0,0,996,1,1
27,1,0,1,3706,1,897,1,1
39,1,1,0,1587,1,171,3,1
44,5,1,3,146,1,483,1,1
46,2,2,0,4329,0,534,2,1
24,0,0,0,1295,0,476,1,1
47,1,2,0,2836,0,10,2,0
35,3,0,1,1599,1,407,1,1
36,0,0,1,994,0,211,1,1
31,3,1,1,4148,1,316,3,1
41,10,1,1,231,0,352,2,1
45,5,1,2,2433,0,133,2,0
38,3,0,1,104,1,606,3,1
36,10,0,0,1295,0,1192,1,1
50,5,1,2,12519,1,615,3,1
70,4,2,2,383,0,50,2,0
42,5,1,2,205,1,582,1,0
47,11,0,3,107,0,119,8,0
30,5,1,0,246,1,166,2,0
40,0,0,0,100,1,221,1,1
34,5,1,2,267,1,362,1,0
57,2,1,2,443,0,167,1,0
33,1,2,1,0,1,72,1,0
25,0,1,0,894,1,328,1,0
42,2,1,3,1340,0,88,5,0
58,4,1,1,0,0,641,4,1
40,6,2,0,991,1,316,2,0
37,3,1,1,21,1,52,2,0
56,3,2,1,3885,1,51,1,0
77,4,1,1,0,0,286,1,1
53,8,1,2,0,0,51,8,0
38,2,1,0,968,1,272,1,0
63,7,1,0,3904,0,360,1,1
21,11,0,0,216,0,414,1,1
58,3,1,1,1384,1,342,1,1
42,1,0,0,1364,1,1867,6,1
57,3,2,1,3287,0,867,1,1
30,0,2,0,83,1,310,1,0
37,3,1,1,2987,1,93,1,1
37,5,1,0,125,0,679,2,1
31,5,0,0,23,0,116,1,0
47,0,1,0,290,1,1352,2,1
33,1,0,1,469,0,158,9,0
59,0,2,0,-41,1,171,1,0
58,7,1,2,1153,1,206,6,0
39,3,1,1,285,1,838,3,1
21,11,0,3,53,0,270,1,1
33,0,1,0,82,1,735,1,1
40,3,1,0,-240,0,160,3,0
51,2,2,0,9,0,371,2,1
28,6,0,2,1374,0,203,4,1
32,3,0,1,974,1,228,1,0
29,3,0,1,5359,0,147,1,1
52,4,1,1,2269,0,1210,1,1
30,3,1,1,7,1,173,1,1
41,3,1,1,9,1,82,3,0
35,5,1,3,4822,1,843,2,1
38,3,1,1,-239,1,221,2,0
39,1,0,0,4646,1,486,1,1
26,9,0,0,3247,0,341,3,0
39,5,0,0,0,0,864,4,1
58,10,1,1,2596,0,15,2,0
33,1,0,1,3689,0,445,3,1
38,3,2,1,162,0,323,4,0
43,2,2,0,313,1,155,2,0
58,10,1,1,5810,0,139,1,1
31,3,0,1,12857,1,483,4,1
54,3,2,1,12018,1,267,2,1
50,0,1,0,736,1,74,1,0
50,5,1,2,2590,1,257,6,0
31,3,1,1,156,0,657,7,1
35,1,0,1,2453,1,119,2,0
40,5,1,2,46,1,119,1,0
44,1,1,0,0,1,243,3,0
32,10,1,1,1214,0,104,2,0
55,3,1,2,384,0,75,1,0
33,0,1,0,30,1,125,2,0
74,4,1,0,1714,0,127,1,1
48,2,2,2,-110,0,164,2,0
45,9,1,2,44,0,81,1,0
30,5,1,0,5,0,840,3,1
26,5,0,0,8,1,167,1,0
32,2,1,0,689,1,162,3,1
43,5,1,2,3064,1,2453,2,1
40,10,0,1,1616,0,1009,7,1
35,0,1,0,304,0,237,1,1
33,7,2,1,37,0,1082,1,1
36,5,1,0,153,1,263,1,0
32,3,1,1,937,0,90,1,0
54,5,1,2,1311,0,485,3,1
48,7,1,0,0,0,431,2,1
77,4,1,1,0,0,847,1,1
30,6,0,1,1159,0,95,1,0
60,4,1,0,0,0,143,3,0
66,0,2,0,220,0,283,1,0
18,11,0,3,3,0,130,2,1
33,1,0,0,719,1,448,2,1
25,3,1,0,2228,1,754,1,1
55,8,1,0,962,1,623,1,1
27,5,0,1,567,0,238,2,1
31,3,1,1,927,0,100,4,0
58,3,2,0,10180,0,180,2,1
34,5,1,0,2994,1,358,1,0
35,3,1,1,802,1,686,2,1
62,4,1,0,569,0,94,5,1
35,2,1,0,377,0,30,13,0
44,1,1,1,964,0,158,2,0
45,7,2,1,-395,1,470,1,1
44,0,1,3,40,0,160,2,0
60,4,1,0,938,0,380,3,1
35,5,0,2,-276,1,850,1,1
51,5,1,2,541,0,663,3,1
52,4,2,1,3687,1,741,4,1
57,3,2,1,6468,1,730,1,1
59,4,1,0,6888,0,1025,2,1
30,0,1,0,39,1,101,3,0
47,0,2,0,555,1,478,1,1
52,3,1,1,291,0,150,3,0
28,2,0,0,159,1,345,2,0
31,1,0,0,1282,0,144,1,0
35,3,0,1,644,1,120,2,0
26,0,0,1,3672,1,360,5,0
26,6,0,0,632,0,218,1,1
28,0,0,1,832,0,433,3,1
81,4,1,2,1154,0,231,1,1
42,5,1,2,201,1,265,1,1
38,1,0,0,1130,0,96,2,1
60,5,1,2,1262,1,1015,1,1
55,5,1,2,3297,1,96,1,0
28,2,0,0,168,0,387,1,1
40,2,0,0,224,1,875,2,1
37,3,2,0,1655,1,178,1,0
47,3,1,1,2306,0,239,4,1
45,2,1,0,0,0,153,6,0
27,11,0,1,5169,1,431,1,1
35,6,1,0,2080,1,266,3,0
49,0,2,0,168,1,513,1,1
36,3,1,1,532,1,603,1,0
33,0,1,0,2,1,201,1,0
32,10,2,1,3695,1,34,1,0
43,0,1,0,2271,0,524,1,1
66,4,1,2,206,0,479,1,1
59,4,1,2,363,0,400,1,1
55,3,1,1,86,0,64,1,0
44,3,2,1,0,0,373,1,0
34,1,0,1,370,0,116,2,0
44,0,0,0,1534,0,95,1,1
40,0,0,1,1248,0,1290,2,1
43,4,1,0,860,0,132,1,1
36,11,0,0,17,0,621,1,1
41,5,1,0,598,1,69,3,0
56,0,1,0,1694,0,793,10,1
29,3,1,1,247,0,143,2,1
35,1,0,0,204,1,236,1,1
38,0,2,0,0,0,126,3,0
34,2,0,0,544,1,257,2,0
27,1,0,0,42,0,251,1,0
26,5,0,2,-295,1,138,1,0
46,0,0,0,1544,1,609,1,0
43,1,2,0,1612,0,262,2,1
59,3,2,1,59,1,273,1,0
41,2,1,0,0,1,114,2,0
57,1,1,1,-1,0,850,2,1
77,4,1,1,699,0,425,2,1
26,5,0,2,-887,1,827,2,1
59,1,1,0,316,0,200,4,0
36,1,0,0,-15,1,341,3,0
30,2,1,0,637,1,69,5,0
35,3,1,1,0,1,310,1,0
25,11,0,0,108,0,305,3,1
45,5,1,0,226,0,170,2,0
36,11,0,1,129,0,918,1,1
36,5,1,2,-20,1,353,3,0
25,0,0,0,82,0,104,2,1
57,5,0,2,739,1,172,2,0
27,3,0,1,0,0,46,1,0
39,0,1,0,1577,1,282,15,0
37,0,1,0,1314,1,74,1,0
42,3,1,0,372,1,130,8,0
38,3,1,1,1463,1,425,4,0
31,3,0,1,409,0,564,5,1
35,2,1,3,618,0,293,1,1
42,5,1,0,790,1,356,2,0
46,1,1,0,966,1,40,2,0
60,5,1,2,5,0,401,1,1
41,5,2,2,138,1,640,3,1
51,4,1,2,610,0,86,2,0
45,2,1,3,8319,0,75,2,0
40,2,1,0,181,1,370,1,0
29,3,0,1,-11,1,164,2,0
36,5,1,2,403,1,920,1,1
37,2,1,0,981,0,682,2,1
49,1,1,1,3726,0,875,2,1
24,3,1,0,867,1,546,10,1
30,2,0,0,-158,1,426,1,1
49,0,1,0,3608,1,252,1,1
44,0,1,0,764,1,232,1,0
86,4,0,0,614,0,595,1,1
40,8,1,0,84,1,230,7,0
30,5,1,0,128,1,273,1,0
34,3,0,1,1228,0,263,8,1
31,1,1,1,0,1,164,2,0
39,3,1,2,738,1,215,3,0
28,1,0,0,2335,0,624,1,1
43,1,1,2,4844,1,434,1,0
62,4,1,1,2557,1,404,1,1
32,1,1,0,1547,0,289,1,1
44,0,2,0,0,0,1594,1,1
49,10,1,1,599,0,174,1,0
53,5,2,2,4222,0,112,1,0
44,3,1,1,7177,0,89,2,0
62,4,1,0,2801,1,261,1,1
21,1,0,3,360,0,131,2,1
23,8,1,1,66,1,1391,2,1
46,5,2,2,2775,0,188,1,0
37,0,0,2,912,1,637,3,1
40,0,0,0,2040,1,906,2,1
45,3,1,1,-577,1,204,1,0
63,4,2,0,1490,0,506,1,1
44,1,0,0,1679,0,718,1,1
45,2,1,0,561,1,340,7,0
28,3,0,1,437,0,338,1,1
34,5,1,0,1207,1,905,1,1
60,0,1,0,106,0,216,3,1
34,3,1,1,0,1,129,1,0
48,7,1,0,183,1,203,9,0
66,8,1,2,40,0,290,2,1
32,2,1,0,315,0,149,1,0
32,0,0,0,212,0,830,5,1
35,5,1,0,257,1,186,1,0
34,2,0,0,1239,1,164,1,0
35,7,2,0,80,0,67,5,0
32,3,0,1,12569,0,561,2,1
27,2,1,0,54,1,97,1,0
27,0,0,0,292,1,53,9,0
35,10,1,0,188,1,1865,2,1
36,2,0,2,38,0,308,4,0
35,0,0,0,0,0,480,1,0
32,1,0,1,5514,0,319,1,1
47,1,2,1,8422,0,200,4,0
39,2,1,0,-311,1,55,2,0
19,11,0,0,329,0,169,1,1
60,4,1,0,523,0,467,1,1
38,7,1,1,170,1,442,1,1
